,alias,LATITUDE,LONGITUDE,display_phone,id,ADDRESS,CITY,COUNTRY,STATE,ZIPCODE,BUSINESS_NAME,phone,price,rating,review_count,url,PROPERTYTYPE,SOURCE,DATE_SCRAPED
14,medmen-los-angeles-dtla-los-angeles,34.0446,-118.25444,(213) 908-2244,-4K0Nzu_5w8E-uDv0aYIPQ,735 S Broadway,Los Angeles,US,CA,90014,MedMen Los Angeles - DTLA,+12139082244,$$,4.0,258,https://www.yelp.com/biz/medmen-los-angeles-dtla-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
15,la-cannabis-co-los-angeles-los-angeles-5,34.0187479,-118.3193331,(323) 733-3644,BBJKcmLHfjvbUV_ooyppNg,3791 2nd Ave,Los Angeles,US,CA,90018,LA Cannabis Co - Los Angeles,+13237333644,$,3.5,17,https://www.yelp.com/biz/la-cannabis-co-los-angeles-los-angeles-5?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
16,heaven-on-earth-healing-los-angeles,33.972517,-118.308683,(323) 920-4768,zluFyOHOcMhPTLSq3V3U2A,7404 S Western Ave,Los Angeles,US,CA,90047,Heaven On Earth Healing,+13239204768,NA,5.0,2,https://www.yelp.com/biz/heaven-on-earth-healing-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
17,lax-cc-21-los-angeles-2,33.962012,-118.420838,(310) 439-9189,gzrUpQ3zdJiLYSy_WOKm2A,8332 Lincoln Blvd,Los Angeles,US,CA,90045,LAX CC 21+,+13104399189,NA,3.5,103,https://www.yelp.com/biz/lax-cc-21-los-angeles-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
18,rose-collective-venice,33.9979274,-118.474851,(310) 392-3890,19OKybHIpT9UatfrOMfq_g,411 Rose Ave,Venice,US,CA,90291,Rose Collective,+13103923890,NA,4.0,148,https://www.yelp.com/biz/rose-collective-venice?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
19,california-cannabis-crenshaw-los-angeles,33.97222,-118.33118,(323) 305-1466,cO71bwchO4-EdmMd7oIoGg,7415 Crenshaw Blvd,Los Angeles,US,CA,90043,California Cannabis Crenshaw,+13233051466,NA,3.0,4,https://www.yelp.com/biz/california-cannabis-crenshaw-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,dispensary,yelp,12-01-2019
0,tobacco-shop-los-angeles,33.982913687,-118.291544906,NA,RbJQyoK56BoQvU64PK_Prg,6205 S Vermont Ave,Los Angeles,US,CA,90044,Tobacco shop,NA,NA,5.0,1,https://www.yelp.com/biz/tobacco-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
1,tobacco-4-less-inglewood-6,33.9358139312046,-118.326635308033,(424) 351-8435,0XUsga4swTmvVI-AdSmIlw,10925 Crenshaw Blvd,Inglewood,US,CA,90303,Tobacco 4 Less,+14243518435,$,4.0,7,https://www.yelp.com/biz/tobacco-4-less-inglewood-6?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
2,king-chief-tobacco-los-angeles-3,34.0108169,-118.3195662,(323) 792-4836,PKigog5RcikTboJsHyLkfQ,2413 W Martin Luther King Jr Blvd,Los Angeles,US,CA,90008,King Chief Tobacco,+13237924836,$,5.0,1,https://www.yelp.com/biz/king-chief-tobacco-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
3,quick-tobbaco-wholesale-los-angeles,33.95689,-118.30867,(323) 305-6006,DivQZ8bCtv77-8VBqdTqMw,8856 S Western Ave,Los Angeles,US,CA,90047,Quick Tobbaco Wholesale,+13233056006,NA,5.0,1,https://www.yelp.com/biz/quick-tobbaco-wholesale-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
4,puff-n-stuff-depot-smoke-shop-los-angeles,33.96058,-118.30007,(323) 750-5100,6DK1827Clx4WlV0xK2JqLg,8500 S Normandie Ave,Los Angeles,US,CA,90044,Puff N Stuff Depot Smoke Shop,+13237505100,NA,4.0,1,https://www.yelp.com/biz/puff-n-stuff-depot-smoke-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
5,sharifs-smoke-shop-inglewood,33.962034,-118.357127,(310) 438-7064,5o0oL_CT8lwfXyn6xA0wbQ,151 W Manchester Blvd,Inglewood,US,CA,90301,Sharif's Smoke Shop,+13104387064,$$,3.0,10,https://www.yelp.com/biz/sharifs-smoke-shop-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
6,charlies-smoke-shop-los-angeles,33.9748878479004,-118.242210388184,NA,xGxKD0h5ASXF1sKnZuVC2g,1729 E Florence Ave,Los Angeles,US,CA,90001,Charlie's Smoke Shop,NA,$$$,5.0,1,https://www.yelp.com/biz/charlies-smoke-shop-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
7,tobacco-and-mini-mart-inglewood,33.96141,-118.36216,(424) 331-5055,b0cJwMHnMdErJi1QrrESpA,400 W Manchester Ave,Inglewood,US,CA,90301,Tobacco And Mini Mart,+14243315055,NA,5.0,1,https://www.yelp.com/biz/tobacco-and-mini-mart-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
8,la-lounge-inglewood-2,33.96025,-118.32147,(424) 261-0209,u4eVjs3t6zxMHv4bA_dhUg,2521 W Manchester Blvd,Inglewood,US,CA,90305,LA Lounge,+14242610209,$$,5.0,11,https://www.yelp.com/biz/la-lounge-inglewood-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
9,tobacco-zone-and-mini-mart-los-angeles,33.9602737426758,-118.315864562988,(323) 750-7962,nSz-36-d_RaV5f35ZddRPA,2107 W Manchester Ave,Los Angeles,US,CA,90047,Tobacco Zone & Mini Mart,+13237507962,$,5.0,1,https://www.yelp.com/biz/tobacco-zone-and-mini-mart-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
10,santa-monica-tobacco-santa-monica,34.0155574679375,-118.494250997901,(310) 393-9592,d3eJ9qtDW8rNjh6S8Plm3A,1434 4th St,Santa Monica,US,CA,90401,Santa Monica Tobacco,+13103939592,$$,4.0,21,https://www.yelp.com/biz/santa-monica-tobacco-santa-monica?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
11,tobacco-trader-and-glass-los-angeles-3,33.99481,-118.4397,(310) 823-5831,522ukRdamOlmUIjDm7-KSQ,12967 W Washington Blvd,Los Angeles,US,CA,90066,Tobacco Trader and Glass,+13108235831,$$$,4.5,31,https://www.yelp.com/biz/tobacco-trader-and-glass-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
12,i-smoke-4-less-los-angeles-3,33.97663,-118.37328,(424) 351-8374,X3LiUfIKxlU3r8h0-RaLNg,6843 La Tijera Blvd,Los Angeles,US,CA,90045,I smoke 4 less,+14243518374,$,4.0,9,https://www.yelp.com/biz/i-smoke-4-less-los-angeles-3?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
13,del-rey-smoke-stacks-los-angeles,33.99269,-118.42347,(424) 289-9474,hMtBlhfc1n8K9xaqwbIJ0g,4503 Centinela Ave,Los Angeles,US,CA,90066,Del Rey Smoke Stacks,+14242899474,$$,4.5,58,https://www.yelp.com/biz/del-rey-smoke-stacks-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
14,smoke-4-less-inglewood-2,33.97535,-118.35835,(310) 673-1729,WqkUAfXp61KOkJCK_bGV4A,925 N La Brea Ave,Inglewood,US,CA,90302,Smoke 4 Less,+13106731729,$,3.5,14,https://www.yelp.com/biz/smoke-4-less-inglewood-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
15,i-smoke-4-less-los-angeles-4,34.0213173,-118.371978,(323) 792-4509,hDM5IBv2JbIr4y9Pi9gwdA,5786 Obama Blvd,Los Angeles,US,CA,90016,I Smoke 4 Less,+13237924509,$,4.5,18,https://www.yelp.com/biz/i-smoke-4-less-los-angeles-4?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
16,tobacco-plus-culver-city,33.9942745,-118.3956153,(310) 502-3776,63CGyaMszTh4gGuZPW4hYw,5425 Sepulveda Blvd,Culver City,US,CA,90230,Tobacco Plus,+13105023776,$,3.0,10,https://www.yelp.com/biz/tobacco-plus-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
17,og-tobacco-vernon,34.0195099,-118.24004,(213) 205-8057,bvfaxtn-C5pCTY_MQM-F_Q,1901 S Alameda St,Vernon,US,CA,90058,Og Tobacco,+12132058057,$,4.0,5,https://www.yelp.com/biz/og-tobacco-vernon?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
18,arabian-nights-vape-and-smoke-shop-hookah-and-cigar-lounge-los-angeles,34.0244073,-118.2782164,(213) 493-4326,1gnNBOz-ed0iWYuQ4rtYFw,3014 S Figueroa St,Los Angeles,US,CA,90007,"Arabian Nights Vape & Smoke Shop, Hookah & Cigar Lounge",+12134934326,$$,3.0,62,https://www.yelp.com/biz/arabian-nights-vape-and-smoke-shop-hookah-and-cigar-lounge-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
19,lincoln-tobacco-shop-venice-2,34.000152,-118.464722,(310) 581-0011,4Moeaep6gBu17aHL_G-SYQ,608 Lincoln Blvd,Venice,US,CA,90291,Lincoln Tobacco Shop,+13105810011,$$,4.0,45,https://www.yelp.com/biz/lincoln-tobacco-shop-venice-2?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,tobacco,yelp,12-01-2019
0,edward-vincent-jr-park-inglewood,33.97178,-118.34583,(310) 412-5370,vChrhqM81shcIxQGevmzrA,700 Warren Ln,Inglewood,US,CA,90302,Edward Vincent Jr Park,+13104125370,4.0,32,https://www.yelp.com/biz/edward-vincent-jr-park-inglewood?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
1,vista-hermosa-natural-park-los-angeles,34.061581,-118.2584081,(213) 250-1100,COvceiqsN4SfZTeZHDlavQ,100 N Toluca St,Los Angeles,US,CA,90026,Vista Hermosa Natural Park,+12132501100,4.5,305,https://www.yelp.com/biz/vista-hermosa-natural-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
2,culver-city-park-culver-city,34.01549,-118.38574,(310) 253-6470,IfDuZ48abMzPuKTyCH8OhQ,9910 Jefferson Blvd,Culver City,US,CA,90232,Culver City Park,+13102536470,4.5,66,https://www.yelp.com/biz/culver-city-park-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
3,kenneth-hahn-state-recreation-area-los-angeles,34.0126966889028,-118.372848535037,(323) 298-3660,Ny6AM3JX9dkTNbbBEJb-CA,4100 S La Cienega Blvd,Los Angeles,US,CA,90056,Kenneth Hahn State Recreation Area,+13232983660,4.5,304,https://www.yelp.com/biz/kenneth-hahn-state-recreation-area-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
4,central-park-at-playa-vista-los-angeles,33.9820412305723,-118.405098660574,NA,Smx2Dv8gHT_b-79V3QGYuA,12045 Waterfront Dr,Los Angeles,US,CA,90045,Central Park at Playa Vista,NA,3.5,48,https://www.yelp.com/biz/central-park-at-playa-vista-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
5,polliwog-park-manhattan-beach,33.887813,-118.384822,(310) 802-5448,2lrCWYDeJCqUdSUOjQ5kow,1601 Manhattan Beach Blvd,Manhattan Beach,US,CA,90266,Polliwog Park,+13108025448,4.0,147,https://www.yelp.com/biz/polliwog-park-manhattan-beach?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
6,exposition-park-rose-garden-los-angeles,34.0164584241961,-118.284786746033,(213) 763-0114,nAH4-nmEAPEwIZnqmTEdaw,701 State Dr,Los Angeles,US,CA,90037,Exposition Park Rose Garden,+12137630114,4.5,204,https://www.yelp.com/biz/exposition-park-rose-garden-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
7,hilltop-park-and-pool-el-segundo,33.9194381930926,-118.406610980425,(310) 322-8284,BqAtVy1pSxEIJKpQ1_bsGg,Maryland St. & Grand Ave.,El Segundo,US,CA,90245,Hilltop Park & Pool,+13103228284,4.5,17,https://www.yelp.com/biz/hilltop-park-and-pool-el-segundo?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
8,jesse-owens-community-regional-park-los-angeles,33.9461784362793,-118.310775756836,(323) 241-6704,C-rRuw-bfR5fxjQViErFhg,9651 S Western Ave,Los Angeles,US,CA,90047,Jesse Owens Community Regional Park,+13232416704,5.0,4,https://www.yelp.com/biz/jesse-owens-community-regional-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
9,wilson-park-torrance,33.825471,-118.324088,(310) 328-4964,fGWMW1eF43uy6KfyIi1KRw,2200 Crenshaw Blvd,Torrance,US,CA,90501,Wilson Park,+13103284964,4.5,220,https://www.yelp.com/biz/wilson-park-torrance?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
10,alondra-community-regional-park-lawndale,33.886375,-118.342363,(310) 217-8366,lUKU-QDccWjpl76zszmneA,3850 Manhattan Beach Blvd,Lawndale,US,CA,90260,Alondra Community Regional Park,+13102178366,3.5,82,https://www.yelp.com/biz/alondra-community-regional-park-lawndale?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
11,rueben-ingold-park-los-angeles,33.998195,-118.35617,(323) 586-6543,vejmorzV0M1BVI4Xqus5TQ,4400 Mount Vernon Dr,Los Angeles,US,CA,90032,Rueben Ingold Park,+13235866543,4.5,24,https://www.yelp.com/biz/rueben-ingold-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
12,julian-c-dixon-park-los-angeles,33.999219,-118.286772,(213) 485-1344,_A4ufr6Ns5Me8yo_S8ru2Q,4800 S Hoover St,Los Angeles,US,CA,90037,Julian C. Dixon Park,+12134851344,4.0,1,https://www.yelp.com/biz/julian-c-dixon-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
13,peace-awareness-labyrinth-and-gardens-los-angeles,34.0318,-118.3226,(323) 737-4055,mlp2cGi0IDy8qoL2yAkaSg,3500 W Adams Blvd,Los Angeles,US,CA,90018,Peace Awareness Labyrinth & Gardens,+13237374055,4.5,85,https://www.yelp.com/biz/peace-awareness-labyrinth-and-gardens-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
14,holly-glen-park-hawthorne,33.908413,-118.371855,NA,-dwnxJaDMpHBesKI-pWRQQ,5255 W 137th St,Hawthorne,US,CA,90250,Holly Glen Park,NA,4.5,9,https://www.yelp.com/biz/holly-glen-park-hawthorne?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
15,del-rey-lagoon-playa-del-rey,33.959625,-118.449982,(310) 396-1615,9GV-9hsQ6lPYtqmqoo8qkg,6660 Esplanade Pl,Playa Del Rey,US,CA,90293,Del Rey Lagoon,+13103961615,4.0,40,https://www.yelp.com/biz/del-rey-lagoon-playa-del-rey?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
16,anne-and-kirk-douglas-boundless-playground-los-angeles,34.0065783624212,-118.2696371153,NA,JJ3BL-rzgSCKYGISy9EZhQ,NA,Los Angeles,US,CA,90011,Anne & Kirk Douglas Boundless Playground,NA,4.0,1,https://www.yelp.com/biz/anne-and-kirk-douglas-boundless-playground-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
17,baldwin-hills-scenic-overlook-culver-city,34.0176,-118.384059,NA,MmH8oPPDKiHR4R75_XAWeA,6300 Hetzler Rd,Culver City,US,CA,90232,Baldwin Hills Scenic Overlook,NA,4.5,938,https://www.yelp.com/biz/baldwin-hills-scenic-overlook-culver-city?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
18,recreation-park-el-segundo,33.922083824873,-118.411308377981,(310) 524-2700,vLWt-zKRN1GtycwKbfQoRA,401 Sheldon St,El Segundo,US,CA,90245,Recreation Park,+13105242700,4.5,48,https://www.yelp.com/biz/recreation-park-el-segundo?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
19,ladera-park-los-angeles,33.986061,-118.359573,(323) 298-3629,B2APXWu4LhnYmazzK6VSzw,6027 Ladera Park Ave,Los Angeles,US,CA,90040,Ladera Park,+13232983629,4.0,16,https://www.yelp.com/biz/ladera-park-los-angeles?adjust_creative=oAYGHKSZvK_Az-ZQ4UyTGQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=oAYGHKSZvK_Az-ZQ4UyTGQ,NA,park,yelp,12-01-2019
